title,artist,album,isrc,upc,spotify_url,local_path,filename
Blast Off Beat,Excavationpro,Done,QZ-S66-21-70051,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 39\Done\Blast Off Beat QZS662170051.wav,Blast Off Beat QZS662170051.wav
Soul Assassins,Excavationpro,PG 40 Done,QZ-S66-21-78584,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 40 Done\Soul Assassins QZS662178584.wav,Soul Assassins QZS662178584.wav
First Contact,Excavationpro,Done,QZ-S66-21-84885,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 39\Done\First Contact QZS662184885.wav,First Contact QZS662184885.wav
The Veil Clean X,Excavationpro,Done,QZ-S66-22-02221,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\The Veil Clean X QZS662202221.wav,The Veil Clean X QZS662202221.wav
LYRICAL ASSASSIN 2PACOLYPSE 16 ON DEATH ROW REMIX,Excavationpro,Done,QZ-S66-22-09913,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\36\vocal\Done\LYRICAL ASSASSIN 2PACOLYPSE 16 ON DEATH ROW REMIX QZS662209913.wav,LYRICAL ASSASSIN 2PACOLYPSE 16 ON DEATH ROW REMIX QZS662209913.wav
Darkness,Excavationpro,instrumentals,QZ-S66-22-17137,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\19\instrumentals\Darkness QZS662217137.wav,Darkness QZS662217137.wav
This Will Kill Me (Mastered with Thunder at 100pct),Excavationpro,Done,QZ-S66-22-24264,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\36\vocal\Done\This Will Kill Me (Mastered with Thunder at 100pct) QZS662224264.wav,This Will Kill Me (Mastered with Thunder at 100pct) QZS662224264.wav
Mountain Climbing,Excavationpro,Done,QZ-S66-22-27427,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\33\Instrumentals\Done\Mountain Climbing QZS662227427.wav,Mountain Climbing QZS662227427.wav
tribal 120 drum beat stars madness xpro 2 TK12022847,Excavationpro,Done,QZ-S66-22-45943,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\tribal-120-drum-beat-stars-madness-xpro-2_TK12022847 QZS662245943.wav,tribal-120-drum-beat-stars-madness-xpro-2_TK12022847 QZS662245943.wav
I'm a Genius Beat,Excavationpro,Done,QZ-S66-22-53103,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\Vocals\Done\I'm a Genius Beat QZS662253103.wav,I'm a Genius Beat QZS662253103.wav
Girl Blow My Mind (Mastered with Thunder at 99pct),Excavationpro,Done,QZ-S66-22-57472,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\Girl Blow My Mind (Mastered with Thunder at 99pct) QZS662257472.wav,Girl Blow My Mind (Mastered with Thunder at 99pct) QZS662257472.wav
Rock Karaoke BeatStars Beat,Excavationpro,Done,QZ-S66-22-59742,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\Rock Karaoke BeatStars Beat QZS662259742.wav,Rock Karaoke BeatStars Beat QZS662259742.wav
Dead Zone feat Stevie Rain,Excavationpro,Done,QZ-S66-22-69992,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Dead Zone feat Stevie Rain QZS662269992.wav,Dead Zone feat Stevie Rain QZS662269992.wav
Precious,Excavationpro,Done,QZ-S66-22-74873,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Precious QZS662274873.wav,Precious QZS662274873.wav
Knight Rider High Energy Beat Loop,Excavationpro,Done,QZ-S66-22-80170,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\Knight Rider High Energy Beat Loop QZS662280170.wav,Knight Rider High Energy Beat Loop QZS662280170.wav
Pill Poppin Rampage,Excavationpro,Done,QZ-S66-22-83964,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Pill Poppin Rampage QZS662283964.wav,Pill Poppin Rampage QZS662283964.wav
Arp Hero One Take Xpro Beat,Excavationpro,Done,QZ-S66-22-85444,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\Arp Hero One Take Xpro Beat QZS662285444.wav,Arp Hero One Take Xpro Beat QZS662285444.wav
Don't Forget About Me,Excavationpro,Done,QZ-S66-22-85968,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Don't Forget About Me QZS662285968.wav,Don't Forget About Me QZS662285968.wav
Story About Trust 2,Excavationpro,Done,QZ-S66-22-88829,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Story About Trust 2 QZS662288829.wav,Story About Trust 2 QZS662288829.wav
COUNTRY KARAOKE 100,Excavationpro,Done,QZ-S66-22-92097,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\COUNTRY KARAOKE 100 QZS662292097.wav,COUNTRY KARAOKE 100 QZS662292097.wav
Ding a ling ling ling,Excavationpro,Done,QZ-S66-22-95682,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\Ding a ling ling ling QZS662295682.wav,Ding a ling ling ling QZS662295682.wav
"Alien ft. EyeWaz, Dubcupboard, Adamms",Excavationpro,Done,QZ-S66-22-99441,,,"J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\31\Vocals\Done\Alien ft. EyeWaz, Dubcupboard, Adamms QZS662299441.wav","Alien ft. EyeWaz, Dubcupboard, Adamms QZS662299441.wav"
Supernatural,Excavationpro,New folder,QZ-S66-24-00256,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\11\New folder\Supernatural QZS662400256.wav,Supernatural QZS662400256.wav
Righteous Passion,Excavationpro,Done,QZ-S66-24-03846,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\New folder\Done\Righteous Passion QZS662403846.wav,Righteous Passion QZS662403846.wav
Stars,Excavationpro,Done,QZ-S66-24-13033,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\New folder\Done\Stars QZS662413033.wav,Stars QZS662413033.wav
Boujee,Excavationpro,Done,QZ-S66-24-13881,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\Done\Boujee QZS662413881.wav,Boujee QZS662413881.wav
Drip feat  Justin Helmer (Mastered with Thunder at 95pct),Excavationpro,12,QZ-S66-24-26309,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\12\Drip feat  Justin Helmer (Mastered with Thunder at 95pct) QZS662426309.wav,Drip feat  Justin Helmer (Mastered with Thunder at 95pct) QZS662426309.wav
Sanity,Excavationpro,New folder,QZ-S66-24-28779,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\13\New folder\Sanity QZS662428779.wav,Sanity QZS662428779.wav
Dark Desires,Excavationpro,New folder,QZ-S66-24-32237,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\14\New folder\Dark Desires QZS662432237.wav,Dark Desires QZS662432237.wav
Cripple feat Justin Helmer,Excavationpro,9,QZ-S66-24-35659,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\Cripple feat Justin Helmer QZS662435659.wav,Cripple feat Justin Helmer QZS662435659.wav
Creep Mode,Excavationpro,Done,QZ-S66-24-42304,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\Done\Creep Mode QZS662442304.wav,Creep Mode QZS662442304.wav
Priceless Souls Instrumental,Excavationpro,New folder,QZ-S66-24-43085,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\13\New folder\Priceless Souls Instrumental QZS662443085.wav,Priceless Souls Instrumental QZS662443085.wav
Chain Of Thought,Excavationpro,Done,QZ-S66-24-55738,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\Done\Chain Of Thought QZS662455738.wav,Chain Of Thought QZS662455738.wav
Soul Surge,Excavationpro,Done,QZ-S66-24-61834,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\6\Done\Soul Surge QZS662461834.wav,Soul Surge QZS662461834.wav
Memory,Excavationpro,Done,QZ-S66-24-64177,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\Done\Memory QZS662464177.wav,Memory QZS662464177.wav
Escape,Excavationpro,Done,QZ-S66-24-65442,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\15\Done\Escape QZS662465442.wav,Escape QZS662465442.wav
Deliquescent,Excavationpro,Done,QZ-S66-24-66748,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\Done\Deliquescent QZS662466748.wav,Deliquescent QZS662466748.wav
Chaos,Excavationpro,Done,QZ-S66-24-74510,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\12\New folder\Done\Chaos QZS662474510.wav,Chaos QZS662474510.wav
Free Now,Excavationpro,5,QZ-S66-24-81162,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\5\Free Now QZS662481162.wav,Free Now QZS662481162.wav
Hyper Diaper,Excavationpro,PG 40 Done,QZ-S67-21-07926,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 40 Done\Hyper Diaper QZS672107926.wav,Hyper Diaper QZS672107926.wav
Closedtightly,Excavationpro,Done,QZ-S67-21-09657,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 38\Done\Closedtightly QZS672109657.wav,Closedtightly QZS672109657.wav
Breaking the Matrix,Excavationpro,PG 39,QZ-S67-21-17742,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 39\Breaking the Matrix QZS672117742.mp3,Breaking the Matrix QZS672117742.mp3
Tropical Breeze,Excavationpro,PG 40 Done,QZ-S67-21-35872,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 40 Done\Tropical Breeze QZS672135872.wav,Tropical Breeze QZS672135872.wav
April FLowers,Excavationpro,Done,QZ-S67-21-41382,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 39\Done\April FLowers QZS672141382.wav,April FLowers QZS672141382.wav
Sniper,Excavationpro,Done,QZ-S67-21-43952,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 39\Done\Sniper QZS672143952.wav,Sniper QZS672143952.wav
Moon walker,Excavationpro,Done,QZ-S67-21-56251,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 39\Done\Moon walker QZS672156251.wav,Moon walker QZS672156251.wav
Tough Love,Excavationpro,Done,QZ-S67-21-58940,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 39\Done\Tough Love QZS672158940.wav,Tough Love QZS672158940.wav
Mystery Box,Excavationpro,Done,QZ-S67-21-66565,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 38\Done\Mystery Box QZS672166565.wav,Mystery Box QZS672166565.wav
Overthinking,Excavationpro,Done,QZ-S67-22-01782,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Overthinking QZS672201782.wav,Overthinking QZS672201782.wav
Wanna Ride With Me,Excavationpro,Done,QZ-S67-22-14623,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\33\Instrumentals\Done\Wanna Ride With Me QZS672214623.wav,Wanna Ride With Me QZS672214623.wav
Avatar BeatStars Instrumental,Excavationpro,Done,QZ-S67-22-21502,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\Avatar BeatStars Instrumental QZS672221502.wav,Avatar BeatStars Instrumental QZS672221502.wav
Working Tonight,Excavationpro,instrumental,QZ-S67-22-22351,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\instrumental\Working Tonight QZS672222351.wav,Working Tonight QZS672222351.wav
Everything I Do For You,Excavationpro,Done,QZ-S67-22-25101,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\Vocals\Done\Everything I Do For You QZS672225101.wav,Everything I Do For You QZS672225101.wav
Never Ending Story,Excavationpro,Done,QZ-S67-22-30340,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Never Ending Story QZS672230340.wav,Never Ending Story QZS672230340.wav
Don't Come Back,Excavationpro,Done,QZ-S67-22-33021,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Don't Come Back QZS672233021.wav,Don't Come Back QZS672233021.wav
Club Crasher Dance Beat (3) (Mastered with Clear Sky at 100pct),Excavationpro,instrumental,QZ-S67-22-35240,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\instrumental\Club Crasher Dance Beat (3) (Mastered with Clear Sky at 100pct) QZS672235240.wav,Club Crasher Dance Beat (3) (Mastered with Clear Sky at 100pct) QZS672235240.wav
Dog Without a Home Master Mix Ft. Voiceofanation,Excavationpro,Done,QZ-S67-22-38751,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\Dog Without a Home Master Mix Ft. Voiceofanation QZS672238751.wav,Dog Without a Home Master Mix Ft. Voiceofanation QZS672238751.wav
You Don't Care,Excavationpro,Done,QZ-S67-22-39318,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\You Don't Care QZS672239318.wav,You Don't Care QZS672239318.wav
Busy Right Now ft BBCBanks,Excavationpro,Done,QZ-S67-22-39426,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Busy Right Now ft BBCBanks QZS672239426.wav,Busy Right Now ft BBCBanks QZS672239426.wav
Blow Like this (Mastered with Thunder at 100pct),Excavationpro,Done,QZ-S67-22-40916,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\31\Vocals\Done\Blow Like this (Mastered with Thunder at 100pct) QZS672240916.wav,Blow Like this (Mastered with Thunder at 100pct) QZS672240916.wav
Love Hangover (1) (Mastered with Sunroof at 100pct),Excavationpro,Done,QZ-S67-22-47607,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\36\vocal\Done\Love Hangover (1) (Mastered with Sunroof at 100pct) QZS672247607.wav,Love Hangover (1) (Mastered with Sunroof at 100pct) QZS672247607.wav
Blaze it Up,Excavationpro,Done,QZ-S67-22-52107,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\20\Done\Blaze it Up QZS672252107.wav,Blaze it Up QZS672252107.wav
Spirit Guide,Excavationpro,Done,QZ-S67-22-59559,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\33\Instrumentals\Done\Spirit Guide QZS672259559.wav,Spirit Guide QZS672259559.wav
Gone Instrumental,Excavationpro,Instrumentals,QZ-S67-22-63554,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Gone Instrumental QZS672263554.wav,Gone Instrumental QZS672263554.wav
CONTRACT KILLER LYRICAL ASSASSIN (Feat. NORAD),Excavationpro,Done,QZ-S67-22-68118,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\CONTRACT KILLER LYRICAL ASSASSIN (Feat. NORAD) QZS672268118.wav,CONTRACT KILLER LYRICAL ASSASSIN (Feat. NORAD) QZS672268118.wav
I Heard You Night Cursor Mix (Mastered with Clear Sky at 100pct),Excavationpro,Done,QZ-S67-22-68775,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\I Heard You Night Cursor Mix (Mastered with Clear Sky at 100pct) QZS672268775.wav,I Heard You Night Cursor Mix (Mastered with Clear Sky at 100pct) QZS672268775.wav
Blame Me,Excavationpro,Done,QZ-S67-22-70228,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Blame Me QZS672270228.wav,Blame Me QZS672270228.wav
Demon Time Beat Loop,Excavationpro,Done,QZ-S67-22-72957,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\Demon Time Beat Loop QZS672272957.wav,Demon Time Beat Loop QZS672272957.wav
YOU BETTER RUN,Excavationpro,Done,QZ-S67-22-77426,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\36\vocal\Done\YOU BETTER RUN QZS672277426.wav,YOU BETTER RUN QZS672277426.wav
New Disorder,Excavationpro,8,QZ-S67-24-03598,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\New Disorder QZS672403598.wav,New Disorder QZS672403598.wav
Goodbye,Excavationpro,Done,QZ-S67-24-04929,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\New folder\Done\Goodbye QZS672404929.wav,Goodbye QZS672404929.wav
Gorilla ft Justin Helmer,Excavationpro,8,QZ-S67-24-11119,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\Gorilla ft Justin Helmer QZS672411119.wav,Gorilla ft Justin Helmer QZS672411119.wav
UFO X,Excavationpro,Done,QZ-S67-24-11520,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\New folder\Done\UFO X QZS672411520.wav,UFO X QZS672411520.wav
Manic Mania,Excavationpro,Done,QZ-S67-24-25624,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\5\Done\Manic Mania QZS672425624.wav,Manic Mania QZS672425624.wav
Zombies feat Justin Helmer,Excavationpro,Done,QZ-S67-24-26459,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Zombies feat Justin Helmer QZS672426459.wav,Zombies feat Justin Helmer QZS672426459.wav
Take Me Away Instrumental,Excavationpro,New folder,QZ-S67-24-35098,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\14\New folder\Take Me Away Instrumental QZS672435098.wav,Take Me Away Instrumental QZS672435098.wav
Monatomic Gold Instrumental,Excavationpro,Done,QZ-S67-24-43785,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\13\New folder\Done\Monatomic Gold Instrumental QZS672443785.wav,Monatomic Gold Instrumental QZS672443785.wav
Unforgiven,Excavationpro,Instrumentals,QZ-S67-24-51270,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Unforgiven QZS672451270.wav,Unforgiven QZS672451270.wav
Zoomer,Excavationpro,Done,QZ-S67-24-61759,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\New folder\Done\Zoomer  QZS672461759.wav,Zoomer  QZS672461759.wav
King feat,Excavationpro,Done,QZ-S67-24-66058,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\Done\King feat QZS672466058.wav,King feat QZS672466058.wav
Freaky ft Justin Helmer (Mastered with Sunroof at 90pct),Excavationpro,NEW,QZ-S67-24-73910,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\NEW\Freaky ft Justin Helmer (Mastered with Sunroof at 90pct) QZS672473910.wav,Freaky ft Justin Helmer (Mastered with Sunroof at 90pct) QZS672473910.wav
Awesome Sauce,Excavationpro,New folder,QZ-S67-24-75365,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\11\New folder\Awesome Sauce QZS672475365.wav,Awesome Sauce QZS672475365.wav
Rumble in the Club,Excavationpro,Done,QZ-S67-24-76700,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\15\Done\Rumble in the Club QZS672476700.wav,Rumble in the Club QZS672476700.wav
Stay With Me Instrumental,Excavationpro,New folder,QZ-S67-24-81580,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\13\New folder\Stay With Me Instrumental QZS672481580.wav,Stay With Me Instrumental QZS672481580.wav
Finished Product,Excavationpro,Done,QZ-S67-24-85229,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\Done\Finished Product QZS672485229.wav,Finished Product QZS672485229.wav
Fantasy,Excavationpro,New folder,QZ-S67-24-93223,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\11\New folder\Fantasy QZS672493223.wav,Fantasy QZS672493223.wav
Hole Digger feat Justin Helmer,Excavationpro,15,QZ-S67-24-95193,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\15\Hole Digger feat Justin Helmer QZS672495193.wav,Hole Digger feat Justin Helmer QZS672495193.wav
