title,artist,album,isrc,upc,spotify_url,local_path,filename
Houp Barboss Russian Rap,Excavationpro,Done,QZ-KDK-22-69247,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Houp Barboss Russian Rap QZKDK2269247.wav,Houp Barboss Russian Rap QZKDK2269247.wav
Murda Clap Yella Belly Drag Racing Anthem,Excavationpro,Done,QZ-KDK-22-75122,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Murda Clap Yella Belly Drag Racing Anthem QZKDK2275122.wav,Murda Clap Yella Belly Drag Racing Anthem QZKDK2275122.wav
Low Key You Don't Know Me by Excavationpro,Excavationpro,Done,QZ-KDK-22-89369,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Low Key You Don't Know Me by Excavationpro QZKDK2289369.wav,Low Key You Don't Know Me by Excavationpro QZKDK2289369.wav
Trip Trip Yea Clean (1),Excavationpro,Done,QZ-KDK-22-93375,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\Trip Trip Yea Clean (1) QZKDK2293375.wav,Trip Trip Yea Clean (1) QZKDK2293375.wav
Illusion,Excavationpro,Instrumentals,QZ-KDK-22-95619,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Illusion QZKDK2295619.wav,Illusion QZKDK2295619.wav
Welcome To Eden,Excavationpro,Done,QZ-MHK-22-01135,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Welcome To Eden QZMHK2201135.wav,Welcome To Eden QZMHK2201135.wav
Talk to Me Lucia,Excavationpro,instrumental,QZ-MHK-22-01770,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\instrumental\Talk to Me Lucia QZMHK2201770.wav,Talk to Me Lucia QZMHK2201770.wav
Bedtime Stories Instrumental Melody 88,Excavationpro,Instrumentals,QZ-MHK-22-03568,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Bedtime Stories Instrumental Melody 88 QZMHK2203568.wav,Bedtime Stories Instrumental Melody 88 QZMHK2203568.wav
Lucid Reality Beatstars Beat,Excavationpro,Done,QZ-MHK-22-07265,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\Lucid Reality Beatstars Beat QZMHK2207265.wav,Lucid Reality Beatstars Beat QZMHK2207265.wav
Born Like This,Excavationpro,Done,QZ-MHK-22-09958,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\31\Vocals\Done\Born Like This QZMHK2209958.wav,Born Like This QZMHK2209958.wav
Next Level Instrumental Beat,Excavationpro,Instrumentals,QZ-MHK-22-14357,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Next Level Instrumental Beat QZMHK2214357.wav,Next Level Instrumental Beat QZMHK2214357.wav
3AM POPPIN Dnkus Beat,Excavationpro,Done,QZ-MHK-22-19985,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\3AM POPPIN Dnkus Beat QZMHK2219985.wav,3AM POPPIN Dnkus Beat QZMHK2219985.wav
"Light  Inside my Darkness ft. Ashes and Dreams, FeezMuzik, Justin Helmer",Excavationpro,Done,QZ-MHK-22-24655,,,"J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\31\Vocals\Done\Light  Inside my Darkness ft. Ashes and Dreams, FeezMuzik, Justin Helmer  QZMHK2224655.wav","Light  Inside my Darkness ft. Ashes and Dreams, FeezMuzik, Justin Helmer  QZMHK2224655.wav"
Magic Man,Excavationpro,Done,QZ-MHK-22-35906,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Magic Man QZMHK2235906.wav,Magic Man QZMHK2235906.wav
Like  Dynamite  BeatStars Beat 124Bpm,Excavationpro,Done,QZ-MHK-22-38788,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Like  Dynamite  BeatStars Beat 124Bpm QZMHK2238788.wav,Like  Dynamite  BeatStars Beat 124Bpm QZMHK2238788.wav
Sun Dance,Excavationpro,Done,QZ-MHK-22-42171,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\33\Instrumentals\Done\Sun Dance QZMHK2242171.wav,Sun Dance QZMHK2242171.wav
Eternal Agony,Excavationpro,instrumental,QZ-MHK-22-43753,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\instrumental\Eternal Agony QZMHK2243753.wav,Eternal Agony QZMHK2243753.wav
"Spanish Lover ft. Ashesndreams, Justin Helmer,",Excavationpro,Done,QZ-MHK-22-44656,,,"J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Spanish Lover ft. Ashesndreams, Justin Helmer, QZMHK2244656.wav","Spanish Lover ft. Ashesndreams, Justin Helmer, QZMHK2244656.wav"
Black Out Instrumental Beat,Excavationpro,Instrumentals,QZ-MHK-22-51751,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Black Out Instrumental Beat QZMHK2251751.wav,Black Out Instrumental Beat QZMHK2251751.wav
Don't Let Go (Mastered with Aurora at 100pct),Excavationpro,Done,QZ-MHK-22-51949,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\36\vocal\Done\Don't Let Go (Mastered with Aurora at 100pct) QZMHK2251949.wav,Don't Let Go (Mastered with Aurora at 100pct) QZMHK2251949.wav
Crow,Excavationpro,Instrumentals,QZ-MHK-22-56402,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Crow QZMHK2256402.wav,Crow QZMHK2256402.wav
Big Sleeve Rap to it Remix Challenge,Excavationpro,Done,QZ-MHK-22-58307,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Big Sleeve Rap to it Remix Challenge QZMHK2258307.wav,Big Sleeve Rap to it Remix Challenge QZMHK2258307.wav
Pills Straight from the Streets,Excavationpro,Done,QZ-MHK-22-58425,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\Pills Straight from the Streets QZMHK2258425.wav,Pills Straight from the Streets QZMHK2258425.wav
Never thought I'd Come Up,Excavationpro,Done,QZ-MHK-22-60888,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\Vocals\Done\Never thought I'd Come Up QZMHK2260888.wav,Never thought I'd Come Up QZMHK2260888.wav
Loser or Lover,Excavationpro,Done,QZ-MHK-22-61540,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\32\Instrumentals\Done\Loser or Lover QZMHK2261540.wav,Loser or Lover QZMHK2261540.wav
rap 100 beat stars banger smooth xpro 1 TK12018673,Excavationpro,Done,QZ-MHK-22-64793,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\rap-100-beat-stars-banger-smooth-xpro-1_TK12018673 QZMHK2264793.wav,rap-100-beat-stars-banger-smooth-xpro-1_TK12018673 QZMHK2264793.wav
Reality Relief,Excavationpro,Done,QZ-MHK-22-65253,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\33\Instrumentals\Done\Reality Relief QZMHK2265253.wav,Reality Relief QZMHK2265253.wav
3AM POPPIN,Excavationpro,Done,QZ-MHK-22-66101,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\36\vocal\Done\3AM POPPIN QZMHK2266101.wav,3AM POPPIN QZMHK2266101.wav
Road Tripping To Alaska Cruising,Excavationpro,Done,QZ-MHK-22-76694,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\Road Tripping To Alaska Cruising QZMHK2276694.wav,Road Tripping To Alaska Cruising QZMHK2276694.wav
Distant Horizon,Excavationpro,Done,QZ-MHK-22-79488,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\Distant Horizon QZMHK2279488.wav,Distant Horizon QZMHK2279488.wav
Help Me,Excavationpro,Done,QZ-MHK-22-89518,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\Help Me QZMHK2289518.wav,Help Me QZMHK2289518.wav
Date Night,Excavationpro,Instrumentals,QZ-MHK-22-95998,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Date Night QZMHK2295998.wav,Date Night QZMHK2295998.wav
Grok 9000,Excavationpro,Done 2,QZ-MHK-22-99968,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Instru\Done 2\Grok 9000 QZMHK2299968.wav,Grok 9000 QZMHK2299968.wav
300 Broken Pieces,Excavationpro,Done,QZ-MHK-23-03318,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\26\Vocals\Done\300 Broken Pieces QZMHK2303318.wav,300 Broken Pieces QZMHK2303318.wav
Settle,Excavationpro,Done,QZ-MHK-23-03904,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\instrumental\Done\Settle QZMHK2303904.wav,Settle QZMHK2303904.wav
Knock Knock Freestyle Open Verse,Excavationpro,Done,QZ-MHK-23-04241,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Knock Knock Freestyle Open Verse QZMHK2304241.wav,Knock Knock Freestyle Open Verse QZMHK2304241.wav
Synth Movement,Excavationpro,Instrumentals,QZ-MHK-23-19787,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\24\Instrumentals\Synth Movement QZMHK2319787.wav,Synth Movement QZMHK2319787.wav
Spiritual Wave,Excavationpro,Instrumentals,QZ-MHK-23-22783,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\24\Instrumentals\Spiritual Wave QZMHK2322783.wav,Spiritual Wave QZMHK2322783.wav
Devastated133,Excavationpro,Done,QZ-MHK-23-34544,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\26\Vocals\Done\Devastated133 QZMHK2334544.wav,Devastated133 QZMHK2334544.wav
Soul Crusher Instrumental,Excavationpro,Done,QZ-MHK-23-51888,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\instrumental\Done\Soul Crusher Instrumental QZMHK2351888.wav,Soul Crusher Instrumental QZMHK2351888.wav
Bustin Nutz,Excavationpro,Done,QZ-MHK-23-56655,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\25\instrumental\Done\Bustin Nutz QZMHK2356655.wav,Bustin Nutz QZMHK2356655.wav
Limited Edition (Mastered with Thunder at 95pct),Excavationpro,Done,QZ-MHK-23-78412,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\22\Done\Limited Edition (Mastered with Thunder at 95pct) QZMHK2378412.wav,Limited Edition (Mastered with Thunder at 95pct) QZMHK2378412.wav
Eagle Eye Instrumental,Excavationpro,Done,QZ-MHK-23-80413,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\21\instrumental\Done\Eagle Eye Instrumental QZMHK2380413.wav,Eagle Eye Instrumental QZMHK2380413.wav
Maniac Remastered106,Excavationpro,instrumentals,QZ-MHK-23-80806,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\22\instrumentals\Maniac Remastered106 QZMHK2380806.wav,Maniac Remastered106 QZMHK2380806.wav
Soul Vibrations,Excavationpro,instrumentals,QZ-MHK-23-82156,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\22\instrumentals\Soul Vibrations QZMHK2382156.wav,Soul Vibrations QZMHK2382156.wav
Lord Jsu,Excavationpro,Done,QZ-MHK-23-88169,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\25\instrumental\Done\Lord Jsu QZMHK2388169.wav,Lord Jsu QZMHK2388169.wav
They Will Never Know,Excavationpro,instrumental,QZ-MHK-23-90120,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\23\instrumental\They Will Never Know QZMHK2390120.wav,They Will Never Know QZMHK2390120.wav
Energy 808 TikTok Freestyle,Excavationpro,Done,QZ-MHK-23-92453,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Instrumentals\Done\Energy 808 TikTok Freestyle QZMHK2392453.wav,Energy 808 TikTok Freestyle QZMHK2392453.wav
Intelligent Design,Excavationpro,Done,QZ-MHK-23-98972,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\25\instrumental\Done\Intelligent Design QZMHK2398972.wav,Intelligent Design QZMHK2398972.wav
Red Light District feat Justin Helmer (Mastered with Aurora at 100pct),Excavationpro,Done,QZ-MHK-24-05478,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\22\Done\Red Light District feat Justin Helmer (Mastered with Aurora at 100pct) QZMHK2405478.wav,Red Light District feat Justin Helmer (Mastered with Aurora at 100pct) QZMHK2405478.wav
Bumping to Blow,Excavationpro,Done,QZ-MHK-24-18541,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\Done\Bumping to Blow QZMHK2418541.wav,Bumping to Blow QZMHK2418541.wav
The End Instrumental Beat,Excavationpro,Instrumentals,QZ-MHK-24-20031,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\The End Instrumental Beat QZMHK2420031.wav,The End Instrumental Beat QZMHK2420031.wav
Lethal Frequency feat Justin Helmer,Excavationpro,Done,QZ-MHK-24-20219,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Lethal Frequency feat Justin Helmer QZMHK2420219.wav,Lethal Frequency feat Justin Helmer QZMHK2420219.wav
Blowing Up,Excavationpro,Done,QZ-MHK-24-25232,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\Done\Blowing Up QZMHK2425232.wav,Blowing Up QZMHK2425232.wav
Dream,Excavationpro,Done,QZ-MHK-24-29319,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\12\New folder\Done\Dream QZMHK2429319.wav,Dream QZMHK2429319.wav
Stimulation,Excavationpro,Done,QZ-MHK-24-34481,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\New folder\Done\Stimulation QZMHK2434481.wav,Stimulation QZMHK2434481.wav
Fallout Instrumental,Excavationpro,New folder,QZ-MHK-24-35896,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\14\New folder\Fallout Instrumental QZMHK2435896.wav,Fallout Instrumental QZMHK2435896.wav
Dead,Excavationpro,Done,QZ-MHK-24-38820,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\8\Done\Dead QZMHK2438820.wav,Dead QZMHK2438820.wav
Eternity Instrumental,Excavationpro,New folder,QZ-MHK-24-47564,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\14\New folder\Eternity Instrumental QZMHK2447564.wav,Eternity Instrumental QZMHK2447564.wav
Invisible,Excavationpro,Done,QZ-MHK-24-67021,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\6\Done\Invisible QZMHK2467021.wav,Invisible QZMHK2467021.wav
Secret World,Excavationpro,Done,QZ-MHK-24-75931,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\New folder\Done\Secret World QZMHK2475931.wav,Secret World QZMHK2475931.wav
Cats,Excavationpro,Done,QZ-MHK-24-79017,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\Done\Cats QZMHK2479017.wav,Cats QZMHK2479017.wav
Lock Down Instrumental Beat,Excavationpro,New folder,QZ-MHK-24-80199,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\15\New folder\Lock Down Instrumental Beat QZMHK2480199.wav,Lock Down Instrumental Beat QZMHK2480199.wav
Brain feat Justin Helmer,Excavationpro,Done,QZ-MHK-24-93238,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Brain feat Justin Helmer QZMHK2493238.wav,Brain feat Justin Helmer QZMHK2493238.wav
Iconoclast,Excavationpro,Done,QZ-MHK-24-96392,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\Done\Iconoclast QZMHK2496392.wav,Iconoclast QZMHK2496392.wav
Sonder,Excavationpro,Done,QZ-MHK-24-97957,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\7\Done\Sonder QZMHK2497957.wav,Sonder QZMHK2497957.wav
Punked,Excavationpro,Done,QZ-MHK-24-99694,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\9\New folder\Done\Punked QZMHK2499694.wav,Punked QZMHK2499694.wav
hd Toxic Rain in My Head,Excavationpro,Done,QZ-MHK-25-17788,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\2\Done\hd_Toxic Rain in My Head QZMHK2517788.wav,hd_Toxic Rain in My Head QZMHK2517788.wav
hd Terminated with Ego feat Justin Helmer,Excavationpro,Done,QZ-MHK-25-48756,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\2\Done\hd_Terminated with Ego feat Justin Helmer QZMHK2548756.wav,hd_Terminated with Ego feat Justin Helmer QZMHK2548756.wav
Boom Boom Boom,Excavationpro,Done,QZ-MHK-25-77079,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\4\Done\Boom Boom Boom QZMHK2577079.wav,Boom Boom Boom QZMHK2577079.wav
hd Ghost of a Summer,Excavationpro,Done,QZ-MHK-25-97161,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\2\Done\hd_Ghost of a Summer QZMHK2597161.wav,hd_Ghost of a Summer QZMHK2597161.wav
Soul Extraction,Excavationpro,Done,QZ-MHL-22-03104,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\33\Instrumentals\Done\Soul Extraction QZMHL2203104.wav,Soul Extraction QZMHL2203104.wav
Play Time Club Beat,Excavationpro,Done,QZ-MHL-22-05886,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\Vocals\Done\Play Time Club Beat QZMHL2205886.wav,Play Time Club Beat QZMHL2205886.wav
Violin Freestyle Beat Loop One,Excavationpro,Done,QZ-MHL-22-06672,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\Vocals\Done\Violin Freestyle Beat Loop One QZMHL2206672.wav,Violin Freestyle Beat Loop One QZMHL2206672.wav
Flying High,Excavationpro,Done 2,QZ-MHL-22-08044,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Instru\Done 2\Flying High QZMHL2208044.wav,Flying High QZMHL2208044.wav
Ding a ling ling ling Finer Than Your Mans (Mastered with Thunder at 100pct),Excavationpro,Done,QZ-MHL-22-21928,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\Vocals\Done\Ding a ling ling ling Finer Than Your Mans (Mastered with Thunder at 100pct) QZMHL2221928.wav,Ding a ling ling ling Finer Than Your Mans (Mastered with Thunder at 100pct) QZMHL2221928.wav
Retro World,Excavationpro,Instrumentals,QZ-MHL-22-23171,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\18\Instrumentals\Retro World QZMHL2223171.wav,Retro World QZMHL2223171.wav
Dreaming Beat,Excavationpro,Done,QZ-MHL-22-27707,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\33\Instrumentals\Done\Dreaming Beat QZMHL2227707.wav,Dreaming Beat QZMHL2227707.wav
ALL A DREAM,Excavationpro,Done,QZ-MHL-22-38371,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\34\instrumental\Done\ALL A DREAM QZMHL2238371.wav,ALL A DREAM QZMHL2238371.wav
Street Legal Beat (Mastered with Thunder at 100pct),Excavationpro,instrumental,QZ-MHL-22-39843,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\instrumental\Street Legal Beat (Mastered with Thunder at 100pct) QZMHL2239843.wav,Street Legal Beat (Mastered with Thunder at 100pct) QZMHL2239843.wav
Because I flipped 136bpm Mastered,Excavationpro,Done,QZ-MHL-22-42220,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Because I flipped 136bpm Mastered QZMHL2242220.wav,Because I flipped 136bpm Mastered QZMHL2242220.wav
Get What I Deserve,Excavationpro,Done,QZ-MHL-22-48931,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Done\Get What I Deserve QZMHL2248931.wav,Get What I Deserve QZMHL2248931.wav
"Booty Buster ft Justin Helmer, Toriii",Excavationpro,Done,QZ-MHL-22-51010,,,"J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\30\Vocals\Done\Booty Buster ft Justin Helmer, Toriii QZMHL2251010.wav","Booty Buster ft Justin Helmer, Toriii QZMHL2251010.wav"
Redneck Canadian (Mastered with Sunroof at 100pct),Excavationpro,Done,QZ-MHL-22-57032,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\36\vocal\Done\Redneck Canadian (Mastered with Sunroof at 100pct) QZMHL2257032.wav,Redneck Canadian (Mastered with Sunroof at 100pct) QZMHL2257032.wav
New Year Vibe,Excavationpro,Done,QZ-MHL-22-58147,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Instru\Done\New Year Vibe QZMHL2258147.wav,New Year Vibe QZMHL2258147.wav
New World Gangster,Excavationpro,Done,QZ-MHL-22-67950,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\31\Vocals\Done\New World Gangster QZMHL2267950.wav,New World Gangster QZMHL2267950.wav
Kiss Me Instrumental Beat,Excavationpro,Done 2,QZ-MHL-22-69168,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\16\Instru\Done 2\Kiss Me Instrumental Beat QZMHL2269168.wav,Kiss Me Instrumental Beat QZMHL2269168.wav
Are You Ready Beat,Excavationpro,Done,QZ-MHL-22-78847,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\36\vocal\Done\Are You Ready Beat QZMHL2278847.wav,Are You Ready Beat QZMHL2278847.wav
Money Funking Hit,Excavationpro,Done,QZ-MHL-22-82003,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\1 SOUNDCLOUD  DISTRO KID\0 DONE ALBUM\20\Done\Money Funking Hit QZMHL2282003.wav,Money Funking Hit QZMHL2282003.wav
Freak Under The Sheets Done,Excavationpro,Done,QZ-MHL-22-83584,,,J:\ALL SOUND FILES\. KICK STREAM FOLDER\HOME\HOME\1 SOUNDCLOUD  DISTRO KID\PG 37\Vocals\Done\Freak Under The Sheets Done QZMHL2283584.wav,Freak Under The Sheets Done QZMHL2283584.wav
